a	ɑː
bierhtu	b i͜y r x t u
biernan	b i͜y r n ɑ n
bifian	b i f i ɑ n
bigenga	b iː j e n ɡ ɑ
bigspel	b i j s p e l
bihreosan	b i x r e͜oː s ɑ n
bil	b i l
bilehwit	b i l e x w iː t
bilehƿit	b i l e x w iː t
bilewit	b i l e w i t
bileƿit	b i l e w i t
biliþe	b i l i θ e
billum	b i l l u m
binama	b iː n ɑ m ɑ
bindan	b i n d ɑ n
bineoþan	b i n e͜oː θ ɑ n
binn	b i n n
binnan	b i n n ɑ n
biorn	b i͜u r n
birce	b i r t͡ʃ e
birhtu	b i r x t u
birnan	b i r n ɑ n
bisceop	b i s k e͜o p
biscop	b i ʃ ʃ o p
biscopdom	b i ʃ ʃ o p d oː m
biscophad	b i ʃ ʃ o p x ɑː d
biscoprice	b i ʃ ʃ o p r iː t͡ʃ e
bisenian	b i s e n i ɑ n
bisgian	b i s j i ɑ n
bisig	b i s i j
bisignes	b i s i j n e s
bisigu	b i s i j u
bismer	b i s m e r
bismor	b i s m o r
bisnian	b i s n i ɑ n
bispel	b iː s p e l
bispell	b iː s p e l l
bisæc	b iː s æ k
bisæc	b iː s æ t͡ʃ
bisæc	b iː s æː t͡ʃ
bisæcc	b iː s æ k k
bisæcc	b iː s æ t t͡ʃ
bita	b i t ɑ
bitan	b iː t ɑ n
bite	b i t e
biter	b i t e r
biterlice	b i t e r l iː t͡ʃ e
biternes	b i t e r n e s
bitor	b i t o r
bitter	b i t t e r
biword	b iː w o r d
biwrecan	b i w r e k ɑ n
biþ	b i θ
biƿord	b iː w o r d
biƿrecan	b i w r e k ɑ n
blac	b l ɑː k
blacian	b l ɑː k i ɑ n
blanc	b l ɑ n k
blanca	b l ɑ n k ɑ
blandan	b l ɑ n d ɑ n
blatian	b l ɑː t i ɑ n
blaw	b l ɑː w
blawan	b l ɑː w ɑ n
blaƿ	b l ɑː w
blaƿan	b l ɑː w ɑ n
bleat	b l æ͜ɑː t
bleaþ	b l æ͜ɑː θ
bled	b l eː d
bledan	b l eː d ɑ n
bledhwæt	b l eː d x w æ t
bledhƿæt	b l eː d x w æ t
bledsian	b l eː d s i ɑ n
blencan	b l e n t͡ʃ ɑ n
blendan	b l e n d ɑ n
bleo	b l e͜oː
bleoh	b l e͜o x
bleoread	b l e͜oː r æ͜ɑː d
bletsian	b l eː t s i ɑ n
bletsung	b l eː t s u n ɡ
blican	b l iː k ɑ n
blind	b l i n d
blindnes	b l i n d n e s
blindnys	b l i n d n y s
blinnan	b l i n n ɑ n
bliss	b l i s s
blissian	b l i s s i ɑ n
bliþe	b l iː θ e
bliþelice	b l iː θ e l iː t͡ʃ e
blod	b l oː d
blodgian	b l oː d j i ɑ n
blodig	b l oː d i j
blodleas	b l oː d l æ͜ɑː s
blodreow	b l oː d r e͜oː w
blodreoƿ	b l oː d r e͜oː w
blodwite	b l oː d w iː t e
blodƿite	b l oː d w iː t e
bloma	b l oː m ɑ
blondan	b l o n d ɑ n
blondenfeax	b l o n d e n f æ͜ɑ k s
blostm	b l oː s t m
blostma	b l oː s t m ɑ
blostmbære	b l oː s t m b æː r e
blostmian	b l oː s t m i ɑ n
blot	b l oː t
blotan	b l oː t ɑ n
blotmonaþ	b l oː t m oː n ɑ θ
blowan	b l oː w ɑ n
bloƿan	b l oː w ɑ n
blæc	b l æ k
blæd	b l æ d
blæd	b l æː d
blædnes	b l æː d n e s
blæge	b l æː j e
blæhæwen	b l æː x æː w e n
blæhæƿen	b l æː x æː w e n
blæst	b l æː s t
blætan	b l æː t ɑ n
blæwen	b l æː w e n
blæƿen	b l æː w e n
blœdsian	b l ø d s i ɑ n
boc	b oː k
boca	b oː k ɑ
bocere	b oː k e r e
bochus	b oː k x uː s
bocian	b oː k i ɑ n
boclar	b oː k
boclic	b oː k l iː t͡ʃ
bocstæf	b oː k s t æ f
boctreow	b oː k t r e͜oː w
boctreoƿ	b oː k t r e͜oː w
bod	b o d
boda	b o d ɑ
bodan	b o d ɑ n
bodeg	b o d e j
bodian	b o d i ɑ n
bodig	b o d i j
bog	b oː ɡ
boga	b o ɡ ɑ
bogan	b o ɡ ɑ n
bogiht	b o ɡ i x t
bolca	b o l k ɑ
bold	b o l d
bolde	b o l d e
bolgenmod	b o l ɡ e n m oː d
bolla	b o l l ɑ
bolle	b o l l e
bolster	b o l s t e r
bolt	b o l t
bon	b oː n
bonda	b o n d ɑ
bora	b o r ɑ
bord	b o r d
bordclaþ	b o r d k l ɑː θ
borg	b o r ɡ
borgian	b o r ɡ i ɑ n
borian	b o r i ɑ n
bosig	b oː s i j
bosig	b oː s i ɡ
bosm	b oː s m
bot	b oː t
botettan	b oː t e t t ɑ n
botleas	b oː t l æ͜ɑː s
botm	b o t m
box	b o k s
boxtreow	b o k s t r e͜oː w
boxtreoƿ	b o k s t r e͜oː w
boþen	b o θ e n
brad	b r ɑː d
brand	b r ɑ n d
brant	b r ɑ n t
brastlian	b r ɑ s t l i ɑ n
bread	b r æ͜ɑː d
breadru	b r æː ɑ̯ d r u
breahtm	b r æ͜ɑ x t m
brec	b r eː t͡ʃ
brecan	b r e k ɑ n
brecþ	b r e k θ
bred	b r e d
bregdan	b r e j d ɑ n
brego	b r e ɡ o
breme	b r eː m e
bremel	b r eː m e l
brengan	b r e n j ɑ n
breogo	b r e͜o ɡ o
breost	b r e͜oː s t
breostcearu	b r e͜oː s t t͡ʃ æ͜ɑ r u
breotan	b r e͜oː t ɑ n
breoton	b r e͜o t o n
breowan	b r e͜oː w ɑ n
breoþan	b r e͜oː θ ɑ n
breoƿan	b r e͜oː w ɑ n
bret	b r e t
bretland	b r e t l ɑ n d
bretwalda	b r e t w ɑ l d ɑ
bretƿalda	b r e t w ɑ l d ɑ
bridd	b r i d d
bridel	b r iː d e l
brim	b r i m
brimliþend	b r i m l iː θ e n d
brine	b r iː n e
bringan	b r i n ɡ ɑ n
briw	b r iː w
briƿ	b r iː w
broc	b r oː k
brocc	b r o k k
brocen	b r o k e n
broga	b r oː ɡ ɑ
brom	b r oː m
brord	b r o r d
broþ	b r o θ
broþor	b r oː θ o r
broþorleas	b r oː θ o r l æ͜ɑː s
broþorlic	b r oː θ o r l iː t͡ʃ
broþorræden	b r oː θ o r r æː d e n
bru	b r uː
brucan	b r uː k ɑ n
brun	b r uː n
bryce	b r y t͡ʃ e
bryce	b r yː t͡ʃ e
brycg	b r y j j
brycgian	b r y j j i ɑ n
bryd	b r yː d
brydguma	b r yː d ɡ u m ɑ
bryne	b r y n e
bryne	b r yː n e
bryrdan	b r y r d ɑ n
brysan	b r yː s ɑ n
bryt	b r y t
bryten	b r y t e n
brytenlond	b r y t e n l o n d
brytland	b r y t l ɑ n d
brytmælum	b r y t m æː l u m
brytta	b r y t t ɑ
bryttas	b r y t t ɑ s
bryþen	b r y θ e n
brædan	b r æː d ɑ n
brægen	b r æ j e n
brægn	b r æ j n
bræmbel	b r æ m b e l
bræmel	b r æː m e l
bræmelberie	b r æː m e l b e r i e
bræs	b r æ s
bræsen	b r æ s e n
bræw	b r æː w
bræð	b r æ θ
bræþ	b r æː θ
bræƿ	b r æː w
brœme	b r øː m e
buan	b uː ɑ n
buc	b u k
buc	b uː k
bucc	b u k k
bucc	b uː k k
bucca	b u k k ɑ
budda	b u d d ɑ
buend	b uː e n d
bufan	b u f ɑ n
bugan	b uː ɡ ɑ n
bugon	b u ɡ o n
bur	b uː r
burbyrde	b uː r b y r d e
burg	b u r ɡ
burgræden	b u r ɡ r æː d e n
burh	b u r x
burna	b u r n ɑ
burne	b u r n e
butan	b uː t ɑ n
butere	b u t e r e
buton	b uː t o n
buttorfleoge	b u t t o r f l e͜oː ɡ e
bycgan	b y j j ɑ n
bydel	b y d e l
bygan	b yː j ɑ n
byldan	b y l d ɑ n
byrde	b y r d e
byrdling	b y r d l i n ɡ
byre	b y r e
byre	b yː r e
byrgan	b y r j ɑ n
byrgen	b y r j e n
byrgenn	b y r j e n n
byrla	b y r l ɑ
byrnan	b y r n ɑ n
byrne	b y r n e
byrðen	b y r θ e n
byrþen	b y r θ e n
bysen	b yː s e n
bysenian	b y s e n i ɑ n
bysig	b y s i j
bysnian	b y s n i ɑ n
bysnigan	b y s n i j ɑ n
byþ	b y θ
bæc	b æ k
bæc	b æ t͡ʃ
bæcbord	b æ k b o r d
bæcere	b æ k e r e
bæcestre	b æ k e s t r e
bæchus	b æ k x uː s
bædan	b æ d ɑ n
bædan	b æː d ɑ n
bæddel	b æ d d e l
bæl	b æː l
bælfyr	b æː l f yː r
bælg	b æ l ɡ
bænen	b æː n e n
bær	b æ r
bærfot	b æ r f oː t
bærlic	b æ r l iː t͡ʃ
bærnan	b æ r n ɑ n
bæron	b æː r o n
bæst	b æ s t
bæðhus	b æ θ x uː s
bæþ	b æ θ
bæþhus	b æ θ x uː s
bœc	b øː k
caf	k ɑː f
calan	k ɑ l ɑ n
cald	k ɑ l d
calend	k ɑ l e n d
calu	k ɑ l u
camb	k ɑ m b
camp	k ɑ m p
campdom	k ɑ m p d oː m
campian	k ɑ m p i ɑ n
camplic	k ɑ m p l iː t͡ʃ
campræden	k ɑ m p r æː d e n
campstede	k ɑ m p s t e d e
campung	k ɑ m p u n ɡ
canc	k ɑ n k
cancer	k ɑ n k e r
cancettan	k ɑ n k e t t ɑ n
candel	k ɑ n d e l
cann	k ɑ n n
canne	k ɑ n n e
cantware	k ɑ n t w ɑ r e
cantƿare	k ɑ n t w ɑ r e
capian	k ɑ p i ɑ n
carcern	k ɑ r k e r n
carful	k ɑ r f u l
carfullice	k ɑ r f u l l iː t͡ʃ e
carian	k ɑ r i ɑ n
carig	k ɑ r i j
carl	k ɑ r l
carleas	k ɑ r l æ͜ɑː s
carleasnes	k ɑ r l æ͜ɑː s n e s
carles	k ɑ r l e s
carr	k ɑ r r
carte	k ɑ r t e
caru	k ɑ r u
carwielm	k ɑ r w i͜y l m
carƿielm	k ɑ r w i͜y l m
casere	k ɑː s e r e
caserlic	k ɑː s e r l iː t͡ʃ
casern	k ɑː s e r n
castel	k ɑ s t e l
castenere	k ɑ s t e n e r e
cater	k ɑ t e r
catt	k ɑ t t
catte	k ɑ t t e
cawel	k ɑ w e l
caƿel	k ɑ w e l
ceac	t͡ʃ æ͜ɑː k
ceace	t͡ʃ æ͜ɑː k e
ceafl	t͡ʃ æ͜ɑ f l
ceafor	t͡ʃ æ͜ɑ f o r
ceahhe	t͡ʃ æ͜ɑ x x e
ceahhettan	t͡ʃ æ͜ɑ x x e t t ɑ n
cealc	t͡ʃ æ͜ɑ l k
ceald	t͡ʃ æ͜ɑ l d
cealdheort	t͡ʃ æ͜ɑ l d x e͜o r t
cealdian	t͡ʃ æ͜ɑ l d i ɑ n
cealdnes	t͡ʃ æ͜ɑ l d n e s
cealdnys	t͡ʃ æ͜ɑ l d n y s
cealf	t͡ʃ æ͜ɑ l f
ceallian	t͡ʃ æ͜ɑ l l i ɑ n
ceap	t͡ʃ æ͜ɑː p
ceapa	t͡ʃ æː ɑ̯ p ɑ
ceapian	t͡ʃ æ͜ɑː p i ɑ n
ceapmann	t͡ʃ æ͜ɑː p m ɑ n n
ceapstow	t͡ʃ æ͜ɑː p s t oː w
ceapstoƿ	t͡ʃ æ͜ɑː p s t oː w
cearful	t͡ʃ æ͜ɑ r f u l
cearfullice	t͡ʃ æ͜ɑ r f u l l iː t͡ʃ e
cearig	t͡ʃ æ͜ɑ r i j
cearseld	k æ͜ɑ r s e l d
cearu	t͡ʃ æ͜ɑ r u
cearwylm	t͡ʃ æ͜ɑ r w y l m
cearƿylm	t͡ʃ æ͜ɑ r w y l m
ceas	t͡ʃ æ͜ɑː s
ceasnes	t͡ʃ æ͜ɑː s n e s
ceaster	t͡ʃ æ͜ɑ s t e r
ceder	k e d e r
cederbeam	k e d e r b æ͜ɑː m
cedertreow	k e d e r t r e͜oː w
cedertreoƿ	k e d e r t r e͜oː w
cedrisc	k e d r i ʃ
cele	t͡ʃ e l e
cemban	k e m b ɑ n
cempa	k e m p ɑ
cen	t͡ʃ eː n
cene	k eː n e
cenep	k e n e p
cenlice	k eː n l iː t͡ʃ e
cennan	k e n n ɑ n
cenning	k e n n i n ɡ
cenningstow	k e n n i n ɡ s t oː w
cenningstoƿ	k e n n i n ɡ s t oː w
cenningtid	k e n n i n ɡ t iː d
cenrice	k eː n r iː k e
cent	k e n t
centland	k e n t l ɑ n d
cenþu	k eː n θ u
ceo	t͡ʃ e͜oː
ceoce	t͡ʃ e͜oː k e
ceod	k e͜o d
ceol	t͡ʃ e͜oː l
ceorfan	t͡ʃ e͜o r f ɑ n
ceorfdeor	t͡ʃ e͜o r f d e͜oː r
ceorian	t͡ʃ e͜o r i ɑ n
ceorl	t͡ʃ e͜o r l
ceorlboren	t͡ʃ e͜o r l b o r e n
ceorlian	t͡ʃ e͜o r l i ɑ n
ceorlisc	t͡ʃ e͜o r l i ʃ
ceorliscnes	t͡ʃ e͜o r l i ʃ n e s
ceorran	t͡ʃ e͜o r r ɑ n
ceosan	t͡ʃ e͜oː s ɑ n
ceosel	t͡ʃ e͜o s e l
ceosol	t͡ʃ e͜o s o l
ceowan	t͡ʃ e͜oː w ɑ n
ceoƿan	t͡ʃ e͜oː w ɑ n
cepan	k eː p ɑ n
cerdic	t͡ʃ e r d i t͡ʃ
cerran	t͡ʃ e r r ɑ n
cese	t͡ʃ eː s e
cest	t͡ʃ e s t
cetel	k e t e l
cicel	k i t͡ʃ e l
cicen	k i t͡ʃ e n
cicen	t͡ʃ i k e n
cidan	t͡ʃ iː d ɑ n
ciefes	t͡ʃ i͜y f e s
ciefese	t͡ʃ i͜y f e s e
ciegan	t͡ʃ i͜yː j ɑ n
ciepe	t͡ʃ i͜y p e
ciern	t͡ʃ i͜y r n
cierr	t͡ʃ i͜y r r
cierran	t͡ʃ i͜y r r ɑ n
ciese	t͡ʃ i͜yː s e
cietel	t͡ʃ i͜y t e l
cigan	t͡ʃ iː j ɑ n
cild	t͡ʃ i l d
cildhad	t͡ʃ i l d x ɑː d
cildisc	t͡ʃ i l d i ʃ
cildlic	t͡ʃ i l d l iː t͡ʃ
cimban	t͡ʃ i m b ɑ n
cin	t͡ʃ i n
cinan	t͡ʃ iː n ɑ n
cinn	k i n n
cinn	t͡ʃ i n n
cipe	t͡ʃ i p e
cipp	t͡ʃ i p p
circul	k i r k u l
circuladl	k i r k u l ɑː d l
cirice	t͡ʃ i r i t͡ʃ e
ciriclic	t͡ʃ i r i k l iː t͡ʃ
cirse	t͡ʃ i r s e
cisel	t͡ʃ i s e l
cisil	t͡ʃ i s i l
citelian	t͡ʃ i t e l i ɑ n
citelung	t͡ʃ i t e l u n ɡ
ciþ	t͡ʃ iː θ
clacu	k l ɑ k u
clam	k l ɑː m
clawu	k l ɑ w u
claþ	k l ɑː θ
claþas	k l ɑː θ ɑ s
claƿu	k l ɑ w u
clea	k l æ͜ɑː
cleafa	k l æ͜ɑː f ɑ
cleofan	k l e͜oː f ɑ n
cleopian	k l e͜o p i ɑ n
clerc	k l e r k
clif	k l i f
clifiht	k l i f i x t
clifstan	k l i f s t ɑː n
climban	k l i m b ɑ n
clingan	k l i n ɡ ɑ n
clipian	k l i p i ɑ n
clipiendlic	k l i p i e n d l iː t͡ʃ
clipigendlic	k l i p i j e n d l iː t͡ʃ
clipol	k l i p o l
clipola	k l i p o l ɑ
clipolgefeg	k l i p o l j e f eː j
cliwen	k l iː w e n
cliþa	k l iː θ ɑ
cliƿen	k l iː w e n
clucge	k l u ɡ ɡ e
clud	k l uː d
clus	k l uː s
clut	k l uː t
clyccan	k l y t t͡ʃ ɑ n
clyppan	k l y p p ɑ n
clysan	k l yː s ɑ n
clæcleas	k l æ k l æ͜ɑː s
clæg	k l æː j
clæman	k l æː m ɑ n
clæne	k l æː n e
clænlic	k l æː n l iː t͡ʃ
clænlice	k l æː n l iː t͡ʃ e
clænsian	k l æː n s i ɑ n
clæppan	k l æ p p ɑ n
clæþ	k l æː θ
cnafa	k n ɑ f ɑ
cnapa	k n ɑ p ɑ
cnawan	k n ɑː w ɑ n
cnawe	k n ɑː w e
cnawelæc	k n ɑː w e l æː t͡ʃ
cnawelæcing	k n ɑː w e l æː t͡ʃ i n ɡ
cnaƿan	k n ɑː w ɑ n
cnaƿe	k n ɑː w e
cnaƿelæc	k n ɑː w e l æː t͡ʃ
cnaƿelæcing	k n ɑː w e l æː t͡ʃ i n ɡ
cnearr	k n æ͜ɑ r r
cneht	k n e x t
cneo	k n e͜oː
cneordlæcan	k n e͜o r d l æː t͡ʃ ɑ n
cneorim	k n e͜oː r iː m
cneoris	k n e͜oː r i s
cneow	k n e͜oː w
cneoƿ	k n e͜oː w
cnif	k n iː f
cniht	k n i x t
cnihthad	k n i x t x ɑː d
cnihtlic	k n i x t l iː t͡ʃ
cnihtwesende	k n i x t w e s e n d e
cnihtƿesende	k n i x t w e s e n d e
cnocian	k n o k i ɑ n
cnosl	k n oː s l
cnossian	k n o s s i ɑ n
cnotta	k n o t t ɑ
cnucel	k n u k e l
cnyll	k n y l l
cnyllan	k n y l l ɑ n
cnyss	k n y s s
cnyssan	k n y s s ɑ n
cnyssung	k n y s s u n ɡ
cnyttan	k n y t t ɑ n
cnæwe	k n æː w e
cnæƿe	k n æː w e
coc	k o k
coc	k oː k
cocc	k o k k
cocer	k o k e r
cocnian	k oː k n i ɑ n
codd	k o d d
cofa	k o f ɑ
cofgod	k oː f ɡ o d
col	k o l
col	k oː l
colian	k oː l i ɑ n
com	k oː m
comb	k o m b
comon	k oː m o n
copian	k o p i ɑ n
copor	k o p o r
copp	k o p p
corn	k o r n
cornbære	k o r n b æː r e
cornweal	k o r n w æ͜ɑ l
cornƿeal	k o r n w æ͜ɑ l
corona	k o r oː n ɑ
corunga	c o r u ŋ χ a
cos	k o s
cosp	k o s p
cost	k o s t
costian	k o s t i ɑ n
costnian	k o s t n i ɑ n
costung	k o s t u n ɡ
cot	k o t
coþu	k o θ u
crabba	k r ɑ b b ɑ
cracian	k r ɑ k i ɑ n
cradol	k r ɑ d o l
cran	k r ɑ n
cranoc	k r ɑ n o k
crawe	k r ɑː w e
craƿe	k r ɑː w e
crecas	k r eː k ɑ s
crecisc	k r eː k i ʃ
creopan	k r e͜oː p ɑ n
cribb	k r i b b
crincan	k r i n k ɑ n
crincgan	k r i n j ɑ n
cringan	k r i n ɡ ɑ n
crist	k r i s t
cristen	k r i s t e n
cristendom	k r i s t e n d oː m
cristesmæsse	k r i s t e s m æ s s e
crocca	k r o k k ɑ
cropp	k r o p p
croppa	k r o p p ɑ
cruc	k r uː t͡ʃ
crudan	k r uː d ɑ n
cruma	k r u m ɑ
crycc	k r y t t͡ʃ
crypel	k r y p e l
cræft	k r æ f t
cræftig	k r æ f t i j
cræftiglice	k r æ f t i j l iː t͡ʃ e
cræftleas	k r æ f t l æ͜ɑː s
cræftlic	k r æ f t l iː t͡ʃ
cu	k uː
cudele	k u d e l e
cuhyrde	k uː x y r d e
culfre	k u l f r e
cuma	k u m ɑ
cuman	k u m ɑ n
cumb	k u m b
cumliþe	k u m l iː θ e
cumliþian	k u m l iː θ i ɑ n
cumliþnes	k u m l iː θ n e s
cumpæder	k u m p æ d e r
cunnan	k u n n ɑ n
cunnian	k u n n i ɑ n
cunnung	k u n n u n ɡ
cuppe	k u p p e
cusceote	k uː ʃ o t e
cuwearm	k uː w æ͜ɑ r m
cuþ	k uː θ
cuþa	k uː θ ɑ
cuþe	k uː θ e
cuþlice	k uː θ l iː t͡ʃ e
cuþlæcan	k uː θ l æː t͡ʃ ɑ n
cuƿearm	k uː w æ͜ɑ r m
cwacian	k w ɑ k i ɑ n
cwalu	k w ɑ l u
cwead	k w æ͜ɑː d
cwealm	k w æ͜ɑ l m
cwealmbære	k w æ͜ɑ l m b æː r e
cweartern	k w æ͜ɑ r t e r n
cweccan	k w e t t͡ʃ ɑ n
cwedol	k w e d o l
cwelan	k w e l ɑ n
cwelaþ	k w e l ɑ θ
cwele	k w e l e
cwelende	k w e l e n d e
cwellan	k w e l l ɑ n
cweman	k w eː m ɑ n
cweme	k w eː m e
cwen	k w eː n
cwene	k w e n e
cwene	k w eː n e
cwenfugol	k w eː n f u ɡ o l
cwenland	k w eː n l ɑ n d
cwenlic	k w eː n l iː t͡ʃ
cweorn	k w e͜o r n
cweðan	k w e θ ɑ n
cweþan	k w e θ ɑ n
cwic	k w i k
cwicbeam	k w i k b æ͜ɑː m
cwice	k w i t͡ʃ e
cwician	k w i k i ɑ n
cwicseolfor	k w i k s e͜o l f o r
cwictreow	k w i k t r e͜oː w
cwide	k w i d e
cwiesan	k w i͜yː s ɑ n
cwild	k w i l d
cwiþ	k w i θ
cwomon	k w oː m o n
cwysan	k w yː s ɑ n
cwæþ	k w æ θ
cwœn	k w øː n
cy	k yː
cycel	k y t͡ʃ e l
cycen	k y t͡ʃ e n
cycen	t͡ʃ y k e n
cycen	t͡ʃ yː k e n
cycene	k y t͡ʃ e n e
cyll	k y l l
cylu	k y l u
cyme	k y m e
cyme	k yː m e
cymlic	k yː m l iː t͡ʃ
cynd	k y n d
cynde	k y n d e
cyndelic	k y n d e l iː t͡ʃ
cyneg	k y n e ɡ
cynegierd	k y n e j i͜y r d
cynehelm	k y n e x e l m
cynelic	k y n e l iː t͡ʃ
cynerice	k y n e r iː t͡ʃ e
cynferð	k y n f e r θ
cynferþ	k y n f e r θ
cyng	k y n ɡ
cynig	k y n i ɡ
cyning	k y n i n ɡ
cyningdom	k y n i n ɡ d oː m
cyninge	k y n i n ɡ e
cyningrice	k y n i n ɡ r iː t͡ʃ e
cynn	k y n n
cyperen	k y p e r e n
cypren	k y p r e n
cyre	k y r e
cyren	t͡ʃ y r e n
cyrf	k y r f
cyrlic	t͡ʃ y r l i k
cyrnel	k y r n e l
cyrr	t͡ʃ y r r
cyrran	t͡ʃ y r r ɑ n
cyrtel	k y r t e l
cyrtenlæcan	k y r t e n l æː t͡ʃ ɑ n
cysa	k y s ɑ
cysel	t͡ʃ y s e l
cyssan	k y s s ɑ n
cyst	k y s t
cystan	k y s t ɑ n
cystig	k y s t i j
cyþan	k yː θ ɑ n
cyþlæcan	k yː θ l æː t͡ʃ ɑ n
cyþþu	k yː θ θ u
cædmon	k æ d m o n
cæg	k æː j
cægbora	k æː j b o r ɑ
cæggian	k æː ɡ ɡ i ɑ n
cælf	k æ l f
cærsiht	k æ r s i x t
cƿacian	k w ɑ k i ɑ n
cƿalu	k w ɑ l u
cƿead	k w æ͜ɑː d
cƿealm	k w æ͜ɑ l m
cƿealmbære	k w æ͜ɑ l m b æː r e
cƿeartern	k w æ͜ɑ r t e r n
cƿeccan	k w e t t͡ʃ ɑ n
cƿedol	k w e d o l
cƿelan	k w e l ɑ n
cƿellan	k w e l l ɑ n
cƿeman	k w eː m ɑ n
cƿeme	k w eː m e
cƿen	k w eː n
cƿene	k w e n e
cƿene	k w eː n e
cƿenfugol	k w eː n f u ɡ o l
cƿenland	k w eː n l ɑ n d
cƿenlic	k w eː n l iː t͡ʃ
cƿeorn	k w e͜o r n
cƿeðan	k w e θ ɑ n
cƿeþan	k w e θ ɑ n
cƿic	k w i k
cƿicbeam	k w i k b æ͜ɑː m
cƿice	k w i t͡ʃ e
cƿician	k w i k i ɑ n
cƿicseolfor	k w i k s e͜o l f o r
cƿictreoƿ	k w i k t r e͜oː w
cƿide	k w i d e
cƿiesan	k w i͜yː s ɑ n
cƿild	k w i l d
cƿiþ	k w i θ
cƿomon	k w oː m o n
cƿysan	k w yː s ɑ n
cƿœn	k w øː n
da	d ɑː
dafen	d ɑ f e n
dafenian	d ɑ f e n i ɑ n
dag	d ɑː ɡ
dagian	d ɑ ɡ i ɑ n
dagung	d ɑ ɡ u n ɡ
dah	d ɑː x
dal	d ɑ l
daroþ	d ɑ r o θ
dead	d æ͜ɑː d
deadlic	d æ͜ɑː d l iː t͡ʃ
deadlicnes	d æ͜ɑː d l iː k n e s
deaf	d æ͜ɑː f
deag	d æ͜ɑː ɡ
deagol	d æ͜ɑː ɡ o l
deah	d æ͜ɑː x
deaw	d æ͜ɑː w
deaþ	d æ͜ɑː θ
deaþbed	d æ͜ɑː θ b e d
deaþbedd	d æ͜ɑː θ b e d d
deaþlic	d æ͜ɑː θ l iː t͡ʃ
deaþlicnes	d æ͜ɑː θ l iː t͡ʃ n e s
deaþscyld	d æ͜ɑː θ ʃ y l d
deaþscyldig	d æ͜ɑː θ ʃ y l d i j
deaþslege	d æ͜ɑː θ s l e j e
deaþwerig	d æ͜ɑː θ w eː r i j
deaþƿerig	d æ͜ɑː θ w eː r i j
deaƿ	d æ͜ɑː w
december	d e k e m b e r
declinian	d e k l iː n i ɑ n
declinung	d e k l iː n u n ɡ
ded	d eː d
defe	d eː f e
deg	d e j
delf	d e l f
delfan	d e l f ɑ n
delu	d e l u
dema	d eː m ɑ
deman	d eː m ɑ n
demend	d eː m e n d
dene	d e n e
denemearc	d e n e m æ͜ɑ r k
denisc	d e n i ʃ
denn	d e n n
denu	d e n u
deofol	d e͜oː f o l
deofolcund	d e͜oː f o l k u n d
deogol	d e͜oː ɡ o l
deon	d e͜oː n
deop	d e͜oː p
deoplic	d e͜oː p l iː t͡ʃ
deoplice	d e͜oː p l iː t͡ʃ e
deopnes	d e͜oː p n e s
deor	d e͜oː r
deorc	d e͜o r k
deorcnes	d e͜o r k n e s
deorcynn	d e͜oː r k y n n
deore	d e͜oː r e
deoren	d e͜oː r e n
deorf	d e͜o r f
deorfan	d e͜o r f ɑ n
deorfellen	d e͜oː r f e l l e n
deorlice	d e͜oː r l iː t͡ʃ e
deorling	d e͜oː r l i n ɡ
derian	d e r j ɑ n
diacon	d i ɑː k o n
dic	d iː t͡ʃ
diepe	d i͜yː p e
diere	d i͜yː r e
dierne	d i͜y r n e
diht	d i x t
dihtan	d i x t ɑ n
dihtian	d i x t i ɑ n
dihtnian	d i x t n i ɑ n
dilegian	d i l e ɡ i ɑ n
dilgian	d i l ɡ i ɑ n
dimm	d i m m
diofol	d i͜uː f o l
disc	d i ʃ
discipul	d i s k i p u l
discipul	d i ʃ ʃ i p u l
distæf	d i s t æ f
docga	d o ɡ ɡ ɑ
dogga	d o ɡ ɡ ɑ
dogor	d oː ɡ o r
dohte	d o h t e
dohtig	d o x t i j
dohtor	d o x t o r
dol	d o l
dolg	d o l ɡ
dolh	d o l x
dom	d oː m
domboc	d oː m b oː k
domeadig	d oː m æ͜ɑː d i j
domhus	d oː m x uː s
domleas	d oː m l æ͜ɑː s
don	d oː n
dor	d oː r
dora	d o r ɑ
dox	d o k s
draca	d r ɑ k ɑ
dracu	d r ɑ k u
dragan	d r ɑ ɡ ɑ n
dran	d r ɑː n
dreah	d r æː ɑ̯ h
dreahtes	d r æ ɑ̯ h t e s
dreahtest	d r æ ɑ̯ h t e s t
dream	d r æ͜ɑː m
dreamcræft	d r æ͜ɑː m k r æ f t
dreamere	d r æ͜ɑː m e r e
dreamleas	d r æ͜ɑː m l æ͜ɑː s
dreccan	d r e t t͡ʃ ɑ n
drefan	d r eː f ɑ n
drehte	d r e h t e
drehtest	d r e h t e s t
drenc	d r e n t͡ʃ
drencan	d r e n t͡ʃ ɑ n
drenccuppe	d r e n k k u p p e
drenccuppe	d r e n t͡ʃ k u p p e
dreng	d r e n ɡ
dreogan	d r e͜oː ɡ ɑ n
dreopan	d r e͜oː p ɑ n
dreor	d r e͜oː r
dreorig	d r e͜oː r i j
dreoriglice	d r e͜oː r i j l iː t͡ʃ e
dreorignes	d r e͜oː r i j n e s
dreorignys	d r e͜oː r i j n y s
dreosan	d r e͜oː s ɑ n
drepan	d r e p ɑ n
drepe	d r e p e
drieman	d r i͜yː m ɑ n
drifan	d r iː f ɑ n
drihten	d r i x t e n
