NG	e̞nd͡ʑi
게타	k͈e̞tʰa̠
게톱치	ke̞tʰo̞p̚t͡ɕʰi
겠	ke̞t̚
겨누다	kjʌ̹nuda̠
겨드랑이	kjʌ̹dɯɾa̠ŋi
겨레	kjʌ̹ɾe̞
겨루다	kjʌ̹ɾuda̠
겨를	kjʌ̹ɾɯɭ
겨리	kjʌ̹ɾi
겨우	kjʌ̹u
겨우살이	kjʌ̹usʰa̠ɾi
겨울	kjʌ̹uɭ
겨자	kjʌ̹d͡ʑa̠
격	kjʌ̹k̚
격납고	kjʌ̹ŋna̠p̚k͈o̞
격려	kjʌ̹ŋɲjʌ̹
격언	kjʌ̹ɡʌ̹n
겪다	kjʌ̹k̚t͈a̠
견과	kjʌ̹nɡwa̠
견디다	kjʌ̹ndida̠
견본	kjɘːnbo̞n
견습생	kjʌ̹nsʰɯps͈e̞ŋ
견해	kjɘːnɦe̞
결	kjʌ̹ɭ
결과	kjʌ̹ɭɡwa̠
결과적	kjʌ̹ɭɡwa̠d͡ʑʌ̹k̚
결국	kjʌ̹ɭɡuk̚
결론	kjʌ̹ɭɭo̞n
결사옹위	kjʌ̹ɭs͈a̠o̞ŋɥi
결석	kjʌ̹ɭs͈ʌ̹k̚
결석하다	kjʌ̹ɭs͈ʌ̹kʰa̠da̠
결심	kjʌ̹ɭɕ͈im
결심하다	kjʌ̹ɭɕ͈imɦa̠da̠
결장	kjʌ̹ɭt͡ɕ͈a̠ŋ
결점	kjʌ̹ɭt͡ɕ͈ʌ̹m
결정	kjʌ̹ɭt͡ɕ͈ʌ̹ŋ
결정되다	kjʌ̹ɭt͡ɕ͈ʌ̹ŋdwe̞da̠
결정수	kjʌ̹ɭt͡ɕ͈ʌ̹ŋsʰu
결정짓다	kjʌ̹ɭt͡ɕ͈ʌ̹ŋd͡ʑit̚t͈a̠
결정하다	kjʌ̹ɭt͡ɕ͈ʌ̹ŋɦa̠da̠
결정화	kjʌ̹ɭt͡ɕ͈ʌ̹ŋβwa̠
결코	kjʌ̹ɭkʰo̞
결합	kjʌ̹ɾɦa̠p̚
결합하다	kjʌ̹ɾɦa̠pʰa̠da̠
결핵	kjʌ̹ɾɦe̞k̚
결혼	kjʌ̹ɾβo̞n
결혼식	kjʌ̹ɾβo̞nɕʰik̚
결혼하다	kjʌ̹ɾβo̞nɦa̠da̠
겸	kjʌ̹m
겸손하다	kjʌ̹msʰo̞nɦa̠da̠
겹	kjʌ̹p̚
겹다	kjɘːp̚t͈a̠
겹치다	kjʌ̹p̚t͡ɕʰida̠
경계	kjʌ̹ŋɡje̞
경계하다	kjɘːŋɡje̞ɦa̠da̠
경고	kjɘːŋɡo̞
경고하다	kjɘːŋɡo̞ɦa̠da̠
경구	kjɘːŋɡu
경기	kjɘːŋɡi
경기	kjʌ̹ŋɡi
경기도	kjʌ̹ŋɡido̞
경기장	kjɘːŋɡid͡ʑa̠ŋ
경력	kjʌ̹ŋɲjʌ̹k̚
경련	kjʌ̹ŋɲjʌ̹n
경로	kjʌ̹ŋno̞
경마	kjɘːŋma̠
경매	kjɘːŋme̞
경멸적	kjʌ̹ŋmjʌ̹ɭt͡ɕ͈ʌ̹k̚
경보기	kjɘːŋbo̞ɡi
경비원	kjɘːŋbiwʌ̹n
경사	kjʌ̹ŋsʰa̠
경사	kjɘːŋsʰa̠
경상남도	kjɘːŋsʰa̠ŋna̠mdo̞
경상도	kjʌ̹ŋsʰa̠ŋdo̞
경상북도	kjɘːŋsʰa̠ŋbuk̚t͈o̞
경색	kjʌ̹ŋsʰe̞k̚
경성	kjʌ̹ŋsʰʌ̹ŋ
경어	kjɘːŋʌ̹
경영	kjʌ̹ŋjʌ̹ŋ
경옥	kjʌ̹ŋo̞k̚
경외	kjɘːŋwe̞
경우	kjʌ̹ŋu
경이롭다	kjʌ̹ŋiɾo̞p̚t͈a̠
경이원지	kjɘːŋiwʌ̹nd͡ʑi
경쟁	kjɘːŋd͡ʑe̞ŋ
경쟁력	kjɘːŋd͡ʑe̞ŋɲjʌ̹k̚
경제	kjʌ̹ŋd͡ʑe̞
경제적	kjʌ̹ŋd͡ʑe̞d͡ʑʌ̹k̚
경제학	kjʌ̹ŋd͡ʑe̞ɦa̠k̚
경죄	kjʌ̹ŋd͡ʑwe̞
경주	kjɘːŋd͡ʑu
경찰	kjɘːŋt͡ɕʰa̠ɭ
경찰견	kjɘːŋt͡ɕʰa̠ɭɡjʌ̹n
경찰관	kjɘːŋt͡ɕʰa̠ɭɡwa̠n
경찰서	kjɘːŋt͡ɕʰa̠ɭs͈ʌ̹
경치	kjʌ̹ŋt͡ɕʰi
경향	kjʌ̹ŋʝja̠ŋ
경험	kjʌ̹ŋɦʌ̹m
경험치	kjʌ̹ŋɦʌ̹mt͡ɕʰi
경험하다	kjʌ̹ŋɦʌ̹mɦa̠da̠
곁	kjʌ̹t̚
곁사슬	kjʌ̹t̚s͈a̠sʰɯɭ
계	kje̞
계간	kje̞ɡa̠n
계곡	kje̞ɡo̞k̚
계곡산개구리	kje̞ɡo̞ks͈a̠nɡe̞ɡuɾi
계급	kje̞ɡɯp̚
계단	kje̞da̠n
계란	kje̞ɾa̠n
계렬	kje̞ɾjʌ̹ɭ
계모	kje̞ːmo̞
계부	kje̞ːbu
계사	kje̞ːsʰa̠
계산	kje̞ːsʰa̠n
계산기	kje̞ːsʰa̠nɡi
계산대	kje̞ːsʰa̠nde̞
계산서	kje̞ːsʰa̠nsʰʌ̹
계산원	kje̞ːsʰa̠nwʌ̹n
계산하다	kje̞ːsʰa̠nɦa̠da̠
계속	kje̞ːsʰo̞k̚
계속되다	kje̞ːsʰo̞k̚t͈we̞da̠
계속하다	kje̞ːsʰo̞kʰa̠da̠
계수	kje̞ːsʰu
계승	kje̞sʰɯŋ
계시	kje̞ːɕʰi
계시다	kje̞ːɕʰida̠
계시판	kje̞ːɕʰipʰa̠n
계약	kje̞ja̠k̚
계약하다	kje̞ːja̠kʰa̠da̠
계열	kje̞jʌ̹ɭ
계절	kje̞ːd͡ʑʌ̹ɭ
계절적	kje̞ːd͡ʑʌ̹ɭt͡ɕ͈ʌ̹k̚
계좌	kje̞ːd͡ʑwa̠
계집	kje̞ːd͡ʑip̚
계집년	kje̞ːd͡ʑimɲjʌ̹n
계집아이	kje̞ːd͡ʑiba̠i
계집애	kje̞ːd͡ʑibe̞
계층	kje̞t͡ɕʰɯŋ
계통	kje̞ːtʰo̞ŋ
계획	kje̞ːβwe̞k̚
계획하다	kje̞ːβwe̞kʰa̠da̠
고개	ko̞ɡe̞
고객	ko̞ɡe̞k̚
고갱이	ko̞ɡe̞ŋi
고고리	ko̞ɡo̞ɾi
고고학	ko̞ɡo̞ɦa̠k̚
고관	ko̞ɡwa̠n
고구려	ko̞ɡuɾjʌ̹
고구마	ko̞ːɡuma̠
고국	ko̞ːɡuk̚
고급	ko̞ɡɯp̚
고기	ko̞ɡi
고기	ko̞ːɡi
고기겹빵	ko̞ɡiɡjʌ̹p̚p͈a̠ŋ
고기떡	ko̞ɡit͈ʌ̹k̚
고기후학	ko̞ɡiβuɦa̠k̚
고난	ko̞na̠n
고냉이	ko̞ne̞ŋi
고니	ko̞ni
고대	ko̞ːde̞
고대교회슬라브어	ko̞ːde̞ɡjoβwe̞sʰɯɭɭa̠bɯʌ̹
고독	ko̞do̞k̚
고독하다	ko̞do̞kʰa̠da̠
고드름	ko̞dɯɾɯm
고등어	ko̞dɯŋʌ̹
고등학교	ko̞dɯŋɦa̠k̚k͈jo
고라니	ko̞ɾa̠ni
고래	ko̞ɾe̞
고량주	ko̞ɾja̠ŋd͡ʑu
고려	ko̞ɾjʌ̹
고려말	ko̞ɾjʌ̹ma̠ɭ
고려하다	ko̞ɾjʌ̹ɦa̠da̠
고루	ko̞ɾu
고르다	ko̞ɾɯda̠
고리	ko̞ɾi
고리도롱뇽	ko̞ɾido̞ɾo̞ŋɲjoŋ
고리짝	ko̞ɾit͡ɕ͈a̠k̚
고릴라	ko̞ɾiɭɭa̠
고립지	ko̞ɾip̚t͡ɕ͈i
고마워	ko̞ma̠wʌ̹
고맙다	ko̞ːma̠p̚t͈a̠
고맙습니다	ko̞ma̠ps͈ɯmnida̠
고모	ko̞mo̞
고모부	ko̞mo̞bu
고무	ko̞mu
고문	ko̞mun
고물	ko̞muɭ
고민	ko̞min
고민하다	ko̞minɦa̠da̠
고바야시박쥐	ko̞ba̠ja̠ɕʰiba̠k̚t͡ɕ͈ɥi
고발	ko̞ːba̠ɭ
고방오리	ko̞ba̠ŋo̞ɾi
고백	ko̞be̞k̚
고백하다	ko̞be̞kʰa̠da̠
고뿌	ko̞p͈u
고사기	ko̞sʰa̠ɡi
고산	ko̞sʰa̠n
고생	ko̞sʰe̞ŋ
고생물학	ko̞sʰe̞ŋmuɾɦa̠k̚
고생하다	ko̞sʰe̞ŋɦa̠da̠
고소하다	ko̞ːsʰo̞ɦa̠da̠
고속	ko̞sʰo̞k̚
고수	ko̞sʰu
고스트	ko̞sʰɯtʰɯ
고슴도치	ko̞sʰɯmdo̞t͡ɕʰi
고시	ko̞ːɕʰi
고식물학	ko̞ɕʰiŋmuɾɦa̠k̚
고아	ko̞a̠
고아원	ko̞a̠wʌ̹n
고약하다	ko̞ːja̠kʰa̠da̠
고양이	ko̞ja̠ŋi
고양이고래	ko̞ja̠ŋiɡo̞ɾe̞
고요	ko̞jo
고요하다	ko̞joɦa̠da̠
고유	ko̞ju
고유명사	ko̞jumjʌ̹ŋsʰa̠
고유어	ko̞juʌ̹
고을	ko̞ɯɭ
고이다	ko̞ida̠
고인류학	ko̞iɭʎjuɦa̠k̚
고작	ko̞d͡ʑa̠k̚
고장	ko̞ːd͡ʑa̠ŋ
고장	ko̞d͡ʑa̠ŋ
고전	ko̞ːd͡ʑʌ̹n
고전적	ko̞ːd͡ʑʌ̹nd͡ʑʌ̹k̚
고정	ko̞d͡ʑʌ̹ŋ
고조	ko̞d͡ʑo̞
고조되다	ko̞d͡ʑo̞dwe̞da̠
고조선	ko̞d͡ʑo̞sʰʌ̹n
고지	ko̞d͡ʑi
고질병	ko̞d͡ʑiɭp͈jʌ̹ŋ
고집	ko̞d͡ʑip̚
고집불통	ko̞d͡ʑip̚p͈uɭtʰo̞ŋ
고집스럽다	ko̞d͡ʑips͈ɯɾʌ̹p̚t͈a̠
고집하다	ko̞d͡ʑipʰa̠da̠
고체	ko̞t͡ɕʰe̞
고추	ko̞t͡ɕʰu
고추자지	ko̞t͡ɕʰud͡ʑa̠d͡ʑi
고추장	ko̞t͡ɕʰud͡ʑa̠ŋ
고춧가루	ko̞t͡ɕʰut̚k͈a̠ɾu
고치다	ko̞t͡ɕʰida̠
고통	ko̞tʰo̞ŋ
고통스럽다	ko̞tʰo̞ŋsʰɯɾʌ̹p̚t͈a̠
고투	ko̞ːtʰu
고프다	ko̞pʰɯda̠
고해	ko̞ːɦe̞
고향	ko̞ʝja̠ŋ
고혈압	ko̞ʝjʌ̹ɾa̠p̚
고환	ko̞βwa̠n
곡	ko̞k̚
곡물	ko̞ŋmuɭ
곡식	ko̞kɕ͈ik̚
곡예사	ko̞ɡje̞sʰa̠
곡조	ko̞k̚t͡ɕ͈o̞
곤난	ko̞nna̠n
곤돌라	ko̞ndo̞ɭɭa̠
곤들매기	ko̞ndɯɭme̞ɡi
곤란	ko̞ːɭɭa̠n
곤란하다	ko̞ːɭɭa̠nɦa̠da̠
곤밥	ko̞nba̠p̚
곤색	ko̞nsʰe̞k̚
곤이	ko̞ni
곤충	ko̞nt͡ɕʰuŋ
곤충학	ko̞nt͡ɕʰuŋɦa̠k̚
곧다	ko̞t̚t͈a̠
곧바로	ko̞t̚p͈a̠ɾo̞
곧은창자	ko̞dɯnt͡ɕʰa̠ŋd͡ʑa̠
곧장	ko̞t̚t͡ɕ͈a̠ŋ
골	ko̞ɭ
골	k͈o̞ɭ
골	ko̞ɭ
골격	ko̞ɭɡjʌ̹k̚
골다	ko̞ːɭda̠
골목	ko̞ːɭmo̞k̚
골무	ko̞ɭmu
골반	ko̞ɭba̠n
골상학	ko̞ɭsʰa̠ŋɦa̠k̚
골수	ko̞ɭs͈u
골인	k͈o̞ɾin
골짜기	ko̞ɭt͡ɕ͈a̠ɡi
골키퍼	k͈o̞ɭkçipʰʌ̹
골탄	ko̞ɭtʰa̠n
골프	k͈o̞ɭpʰɯ
곪다	ko̞ːmt͈a̠
곰	ko̞ːm
곰국	ko̞ːmk͈uk̚
곰쥐	ko̞ːmd͡ʑɥi
곰팡이	ko̞mpʰa̠ŋi
곱다	ko̞ːp̚t͈a̠
곱사	ko̞ps͈a̠
곱사연어	ko̞ps͈a̠jʌ̹nʌ̹
곱셈	ko̞ps͈e̞m
곱하다	ko̞pʰa̠da̠
곳	ko̞t̚
곳곳	ko̞t̚k͈o̞t̚
공간	ko̞ŋɡa̠n
공갈	ko̞ːŋɡa̠ɭ
공갈치다	ko̞ːŋɡa̠ɭt͡ɕʰida̠
공갈하다	ko̞ːŋɡa̠ɾɦa̠da̠
공개	ko̞ŋɡe̞
공개하다	ko̞ŋɡe̞ɦa̠da̠
공격	ko̞ːŋɡjʌ̹k̚
공격전	ko̞ːŋɡjʌ̹k̚t͡ɕ͈ʌ̹n
공공	ko̞ŋɡo̞ŋ
공교	ko̞ːŋɡjo
공구	ko̞ŋɡu
공군	ko̞ŋɡun
공급	ko̞ːŋɡɯp̚
공기	ko̞ŋɡi
공기	ko̞ːŋɡi
공동	ko̞ːŋdo̞ŋ
공동체	ko̞ːŋdo̞ŋt͡ɕʰe̞
공로	ko̞ŋno̞
공룡	ko̞ːŋɲjoŋ
공리	ko̞ŋni
공모	ko̞ːŋmo̞
공무원	ko̞ŋmuwʌ̹n
공민	ko̞ŋmin
공병	ko̞ŋbjʌ̹ŋ
공부자	ko̞ːŋbud͡ʑa̠
공부하다	ko̞ŋbuɦa̠da̠
공사	ko̞ŋsʰa̠
공산주의	ko̞ːŋsʰa̠nd͡ʑuɰi
공산주의자	ko̞ːŋsʰa̠nd͡ʑuɰid͡ʑa̠
공세	ko̞ːŋsʰe̞
공손	ko̞ŋsʰo̞n
공손하다	ko̞ŋsʰo̞nɦa̠da̠
공수도	ko̞ŋsʰudo̞
공수병	ko̞ːŋsʰubjʌ̹ŋ
공습	ko̞ŋsʰɯp̚
공습	ko̞ːŋsʰɯp̚
공식	ko̞ŋɕʰik̚
공식어	ko̞ŋɕʰiɡʌ̹
공알	ko̞ːŋa̠ɭ
공언	ko̞ŋʌ̹n
공언하다	ko̞ŋʌ̹nɦa̠da̠
공업	ko̞ŋʌ̹p̚
공연	ko̞ŋjʌ̹n
공용어	ko̞ŋjoŋʌ̹
공인	ko̞ŋin
공자	ko̞ŋd͡ʑa̠
공자	ko̞ːŋd͡ʑa̠
공작	ko̞ːŋd͡ʑa̠k̚
공장	ko̞ŋd͡ʑa̠ŋ
공정	ko̞ŋd͡ʑʌ̹ŋ
공정	ko̞ŋd͡ʑʌ̹ŋ
공정	ko̞ŋd͡ʑʌ̹ŋ
공정하다	ko̞ŋd͡ʑʌ̹ŋɦa̠da̠
공주	ko̞ŋd͡ʑu
공중	ko̞ŋd͡ʑuŋ
공중전화	ko̞ŋd͡ʑuŋd͡ʑʌ̹nβwa̠
공직자	ko̞ŋd͡ʑik̚t͡ɕ͈a̠
공짜	ko̞ŋt͡ɕ͈a̠
공책	ko̞ŋt͡ɕʰe̞k̚
공통	ko̞ːŋtʰo̞ŋ
공통점	ko̞ːŋtʰo̞ŋt͡ɕ͈ʌ̹m
공포	ko̞ːŋpʰo̞
공학	ko̞ŋɦa̠k̚
공항	ko̞ŋɦa̠ŋ
공해	ko̞ŋɦe̞
공허하다	ko̞ŋɦʌ̹ɦa̠da̠
공화국	ko̞ːŋβwa̠ɡuk̚
공황	ko̞ːŋβwa̠ŋ
곶	ko̞t̚
과	kwa̠
과거	kwa̠ːɡʌ̹
과거	kwa̠ɡʌ̹
과거	kwa̠ːɡʌ̹
과거	kwa̠ːɡʌ̹
과거	kwa̠ɡʌ̹
과거시제	kwa̠ːɡʌ̹ɕʰid͡ʑe̞
과금	kwa̠ɡɯm
과녁	kwa̠ːɲjʌ̹k̚
과대평가	kwa̠ːde̞pʰjʌ̹ŋɡa̠
과두	kwa̠ːdu
과들루쁘	kwa̠dɯɭɭup͈ɯ
과들루프	kwa̠dɯɭɭupʰɯ
과떼말라	kwa̠t͈e̞ma̠ɭɭa̠
과로	kwa̠ɾo̞
과로사	kwa̠ɾo̞sʰa̠
과목	kwa̠mo̞k̚
과부	kwa̠ːbu
과식	kwa̠ːɕʰik̚
과업	kwa̠ʌ̹p̚
과연	kwa̠ːjʌ̹n
과일	kwa̠ːiɭ
과일단물	kwa̠iɭda̠nmuɭ
과자	kwa̠ːd͡ʑa̠
과장	kwa̠d͡ʑa̠ŋ
과정	kwa̠ːd͡ʑʌ̹ŋ
과제	kwa̠d͡ʑe̞
과즙	kwa̠ːd͡ʑɯp̚
과태료	kwa̠ːtʰe̞ɾjo
과테말라	kwa̠tʰe̞ma̠ɭɭa̠
과팅	kwa̠tʰiŋ
과학	kwa̠ɦa̠k̚
과학관	kwa̠ɦa̠k̚k͈wa̠n
과학자	kwa̠ɦa̠k̚t͡ɕ͈a̠
과학적	kwa̠ɦa̠k̚t͡ɕ͈ʌ̹k̚
곽밥	kwa̠k̚p͈a̠p̚
관개	kwa̠nɡe̞
관객	kwa̠nɡe̞k̚
관계	kwa̠nɡje̞
관계대명사	kwa̠nɡje̞de̞mjʌ̹ŋsʰa̠
관계어	kwa̠nɡje̞ʌ̹
관계없이	kwa̠nɡje̞ʌ̹pɕ͈i
관계자	kwa̠nɡje̞d͡ʑa̠
관광	kwa̠nɡwa̠ŋ
관광객	kwa̠nɡwa̠ŋɡe̞k̚
관광학	kwa̠nɡwa̠ŋɦa̠k̚
관념	kwa̠nɲjʌ̹m
관대하다	kwa̠nde̞ɦa̠da̠
관련	kwa̠ɭʎjʌ̹n
관련되다	kwa̠ɭʎjʌ̹ndwe̞da̠
관련성	kwa̠ɭʎjʌ̹ns͈ʌ̹ŋ
관련하다	kwa̠ɭʎjʌ̹nɦa̠da̠
관료제	kwa̠ɭʎjod͡ʑe̞
관리	kwa̠ɭʎi
관리자	kwa̠ɭʎid͡ʑa̠
관리하다	kwa̠ɭʎiɦa̠da̠
관목	kwa̠ːnmo̞k̚
관문	kwa̠nmun
관박쥐	kwa̠nba̠k̚t͡ɕ͈ɥi
관복	kwa̠nbo̞k̚
관사	kwa̠nsʰa̠
관상동맥	kwa̠nsʰa̠ŋdo̞ŋme̞k̚
관상동맥질환	kwa̠nsʰa̠ŋdo̞ŋme̞k̚t͡ɕ͈iɾβwa̠n
관성	kwa̠nsʰʌ̹ŋ
관세	kwa̠nsʰe̞
관수리	kwa̠nsʰuɾi
관습	kwa̠nsʰɯp̚
관심	kwa̠nɕʰim
관용구	kwa̠ɲjoŋɡu
관음	kwa̠nɯm
관자놀이	kwa̠nd͡ʑa̠no̞ɾi
관장	kwa̠nd͡ʑa̠ŋ
관절	kwa̠nd͡ʑʌ̹ɭ
관절염	kwa̠nd͡ʑʌ̹ɾjʌ̹m
관점	kwa̠nt͡ɕ͈ʌ̹m
관찰	kwa̠nt͡ɕʰa̠ɭ
관찰하다	kwa̠nt͡ɕʰa̠ɾɦa̠da̠
관코박쥐	kwa̠nkʰo̞ba̠k̚t͡ɕ͈ɥi
관하다	kwa̠nɦa̠da̠
관할	kwa̠nɦa̠ɭ
관형사	kwa̠nʝjʌ̹ŋsʰa̠
관화	kwa̠nβwa̠
괄시	kwa̠ɭɕʰi
괄약근	kwa̠ɾja̠k̚k͈ɯn
괄호	kwa̠ɾβo̞
괌	kwa̠m
괌도	kwa̠mdo̞
광	kwa̠ːŋ
광	kwa̠ŋ
광검	kwa̠ŋɡʌ̹m
광견병	kwa̠ŋɡjʌ̹np͈jʌ̹ŋ
광경	kwa̠ŋɡjʌ̹ŋ
광고	kwa̠ːŋɡo̞
광구	kwa̠ŋɡu
광구	kwa̠ːŋɡu
광구	kwa̠ːŋɡu
광년	kwa̠ŋɲjʌ̹n
광대	kwa̠ːŋde̞
광대뼈	kwa̠ːŋde̞p͈jʌ̹
광동	kwa̠ŋdo̞ŋ
광동어	kwa̠ŋdo̞ŋʌ̹
광둥	kwa̠ŋduŋ
광명성절	kwa̠ŋmjʌ̹ŋsʰʌ̹ŋd͡ʑʌ̹ɭ
광물	kwa̠ːŋmuɭ
광물학	kwa̠ŋmuɾɦa̠k̚
광부	kwa̠ŋbu
광산	kwa̠ŋsʰa̠n
광서	kwa̠ŋsʰʌ̹
광석	kwa̠ːŋsʰʌ̹k̚
광선	kwa̠ŋsʰʌ̹n
광시	kwa̠ŋɕʰi
광야	kwa̠ːŋja̠
광업	kwa̠ːŋʌ̹p̚
광역시	kwa̠ːŋjʌ̹kɕ͈i
광원	kwa̠ŋwʌ̹n
광음사전	kwa̠ŋɯmsʰa̠d͡ʑʌ̹n
광장	kwa̠ːŋd͡ʑa̠ŋ
광주	kwa̠ŋd͡ʑu
광주	kwa̠ːŋd͡ʑu
광천수	kwa̠ːŋt͡ɕʰʌ̹nsʰu
광초	kwa̠ŋt͡ɕʰo̞
광학	kwa̠ŋɦa̠k̚
광합성	kwa̠ŋɦa̠ps͈ʌ̹ŋ
광호흡	kwa̠ŋβo̞ɣɯp̚
광화문	kwa̠ŋβwa̠mun
괜찮다	kwe̞nt͡ɕʰa̠ntʰa̠
괴다	kwe̞ːda̠
괴롭다	kwe̞ɾo̞p̚t͈a̠
괴롭히다	kwe̞ɾo̞pʰida̠
괴뢰	kwe̞ːɾwe̞
괴물	kwe̞ːmuɭ
괴수	kwe̞ːsʰu
괴짜	kwe̞ːt͡ɕ͈a̠
괴한	kwe̞ːɦa̠n
굉장히	kwe̞ŋd͡ʑa̠ŋʝi
교가	kjoɡa̠
교각	kjoɡa̠k̚
교거	kjoɡʌ̹
교과서	kjoːɡwa̠sʰʌ̹
교구	kjoɡu
교대	kjode̞
교도	kjoːdo̞
교도소	kjoːdo̞sʰo̞
교또	kjot͈o̞
교량	kjoɾja̠ŋ
교류	kjoɾju
교리	kjoːɾi
교만	kjoma̠n
교미	kjomi
교미하다	kjomiɦa̠da̠
교복	kjoːbo̞k̚
교사	kjoːsʰa̠
교사	kjoːsʰa̠
교섭	kjosʰʌ̹p̚
교수	kjoːsʰu
교수대	kjosʰude̞
교실	kjoːɕʰiɭ
교양	kjoja̠ŋ
교역	kjojʌ̹k̚
교외	kjoːwe̞
교원	kjowʌ̹n
교육	kjoːjuk̚
교육하다	kjoːjukʰa̠da̠
교육학	kjoːjukʰa̠k̚
교의	kjoːɰi
교장	kjoːd͡ʑa̠ŋ
교재	kjoːd͡ʑe̞
교전	kjod͡ʑʌ̹n
교정	kjod͡ʑʌ̹ŋ
교조	kjoːd͡ʑo̞
교차로	kjot͡ɕʰa̠ɾo̞
교차위	kjot͡ɕʰa̠ɥi
교체	kjot͡ɕʰe̞
교체하다	kjot͡ɕʰe̞ɦa̠da̠
교탁	kjoːtʰa̠k̚
교토	kjotʰo̞
교통	kjotʰo̞ŋ
교통사고	kjotʰo̞ŋsʰa̠ɡo̞
교편	kjoːpʰjʌ̹n
교포	kjopʰo̞
교향곡	kjoʝja̠ŋɡo̞k̚
교환	kjoβwa̠n
교활하다	kjoβwa̠ɾɦa̠da̠
교황	kjoːβwa̠ŋ
교회	kjoːβwe̞
교회론	kjoːβwe̞ɾo̞n
구	ku
구각형	kuɡa̠kçjʌ̹ŋ
구강	kuɡa̠ŋ
구개	kuɡe̞
구결	kuːɡjʌ̹ɭ
구경	kuːɡjʌ̹ŋ
구경하다	kuːɡjʌ̹ŋɦa̠da̠
구굴무치	kuɡuɭmut͡ɕʰi
구글	kuɡɯɭ
구급차	kuːɡɯp̚t͡ɕʰa̠
구내식당	kune̞ɕʰik̚t͈a̠ŋ
구녕	kuɲjʌ̹ŋ
구니	kuni
구니하다	kuniɦa̠da̠
구더기	kudʌ̹ɡi
구덩이	kudʌ̹ŋi
구두	kudu
구두	kuːdu
구두쇠	kudusʰwe̞
구들	kudɯɭ
구라파	kuɾa̠pʰa̠
구락부	kuɾa̠k̚p͈u
구렁	kuɾʌ̹ŋ
구레나룻	kuɾe̞na̠ɾut̚
구류	kuɾju
구르다	kuːɾɯda̠
구르다	kuɾɯda̠
구름	kuɾɯm
구름다리	kuɾɯmda̠ɾi
구리다	kuɾida̠
구린내	kuɾinne̞
구마	kuma̠
구마모또	kuma̠mo̞t͈o̞
구매	kume̞
구매하다	kume̞ɦa̠da̠
구멍	kumʌ̹ŋ
구무	kumu
구미호	kumiβo̞
구별	kubjʌ̹ɭ
구별되다	kubjʌ̹ɭdwe̞da̠
구별하다	kubjʌ̹ɾɦa̠da̠
구부러지다	kubuɾʌ̹d͡ʑida̠
구부리다	kubuɾida̠
구분	kubun
구분자	kuːbund͡ʑa̠
구분하다	kubunɦa̠da̠
구상	kusʰa̠ŋ
구석	kusʰʌ̹k̚
구석구석	kusʰʌ̹k̚k͈usʰʌ̹k̚
구석차기	kusʰʌ̹k̚t͡ɕʰa̠ɡi
구성	kusʰʌ̹ŋ
구성	kusʰʌ̹ŋ
구성되다	kusʰʌ̹ŋdwe̞da̠
구성원	kusʰʌ̹ŋwʌ̹n
구성하다	kusʰʌ̹ŋɦa̠da̠
구속	kusʰo̞k̚
구슬	kusʰɯɭ
구식	kuːɕʰik̚
구십	kuɕʰip̚
구아니딘	kua̠nidin
구아바	kua̠ba̠
구애	kue̞
구애하다	kue̞ɦa̠da̠
구약성경	kuja̠ks͈ʌ̹ŋɡjʌ̹ŋ
구어	kuːʌ̹
구역	kujʌ̹k̚
구역질	kujʌ̹k̚t͡ɕ͈iɭ
구요	kujo
구월	kuwʌ̹ɭ
구이	kui
구이저우	kuid͡ʑʌ̹u
구입	kuip̚
구입하다	kuipʰa̠da̠
구쟁이	kud͡ʑe̞ŋi
구전	kud͡ʑʌ̹n
구절	kud͡ʑʌ̹ɭ
구조	kud͡ʑo̞
구주	kud͡ʑu
구체	kut͡ɕʰe̞
구체적	kut͡ɕʰe̞d͡ʑʌ̹k̚
구축	kut͡ɕʰuk̚
구축함	kut͡ɕʰukʰa̠m
구치소	kut͡ɕʰisʰo̞
구타	kutʰa̠
구하다	kuɦa̠da̠
구호금	kuːβo̞ɡɯm
구혼	kuβo̞n
국	kuk̚
국가	kuk̚k͈a̠
국가였던	kuk̚k͈a̠jʌ̹t̚t͈ʌ̹n
국경	kuk̚k͈jʌ̹ŋ
국고	kuk̚k͈o̞
국내	kuŋne̞
국내선	kuŋne̞sʰʌ̹n
국립	kuŋnip̚
국면	kuŋmjʌ̹n
국물	kuŋmuɭ
국민	kuŋmin
국민학교	kuŋminɦa̠k̚k͈jo
국밥	kuk̚p͈a̠p̚
국뽕	kuk̚p͈o̞ŋ
국수	kuks͈u
국수뱅어	kuks͈ube̞ŋʌ̹
국시	kukɕ͈i
국어	kuɡʌ̹
국왕	kuɡwa̠ŋ
국자	kuk̚t͡ɕ͈a̠
국장	kuk̚t͡ɕ͈a̠ŋ
국적	kuk̚t͡ɕ͈ʌ̹k̚
국제	kuk̚t͡ɕ͈e̞
국제보조어	kuːk̚t͡ɕ͈e̞bo̞d͡ʑo̞ʌ̹
국제어	kuːk̚t͡ɕ͈e̞ʌ̹
국제화	kuk̚t͡ɕ͈e̞βwa̠
국토	kuk̚tʰo̞
국한	kukʰa̠n
국한문	kukʰa̠nmun
국화	kukʰwa̠
국회	kukʰwe̞
국회의원	kukʰwe̞ɰiwʌ̹n
군	kun
군관	kunɡwa̠n
군국주의	kunɡuk̚t͡ɕ͈uɰi
군단	kunda̠n
군대	kunde̞
군데	kunde̞
군도	kundo̞
