aa	ɑː
ajankohtaistaminen	ɑ j ɑ ŋ k o h t ɑ i̯ s t ɑ m i n e n
ajankohtaistuminen	ɑ j ɑ n k o h t ɑ i̯ s t u m i n e n
ajanlasku	ɑ j ɑ n l ɑ s k u
ajanmukainen	ɑ j ɑ n m u k ɑ i̯ n e n
ajanmukaistuminen	ɑ j ɑ n m u k ɑ i̯ s t u m i n e n
ajantasaistaminen	ɑ j ɑ n t ɑ s ɑ i̯ s t ɑ m i n e n
ajanviete	ɑ j ɑ n ʋ i e̯ t eˣ
ajanvietematematiikka	ɑ j ɑ n ʋ i e̯ t eˣ m ɑ t e m ɑ t iː kː ɑ
ajastaminen	ɑ j ɑ s t ɑ m i n e n
ajastin	ɑ j ɑ s t i n
ajatella	ɑ j ɑ t e lː ɑˣ
ajatellen	ɑ j ɑ t e lː e n
ajateltavissa	ɑ j ɑ t e l t ɑ ʋ i sː ɑ
ajatollah	ɑ j ɑ t o lː ɑ h
ajaton	ɑ j ɑ t o n
ajattaja	ɑ j ɑ tː ɑ j ɑ
ajattaminen	ɑ j ɑ tː ɑ m i n e n
ajatteleminen	ɑ j ɑ tː e l e m i n e n
ajatteluttaminen	ɑ j ɑ tː e l u tː ɑ m i n e n
ajatuksekas	ɑ j ɑ t u k s e k ɑ s
ajatusharha	ɑ j ɑ t u s h ɑ r h ɑ
ajatuskoe	ɑ j ɑ t u s k o eˣ
ajatusrikos	ɑ j ɑ t u s r i k o s
ajatusviiva	ɑ j ɑ t u s ʋ iː ʋ ɑ
ajautua	ɑ j ɑ u t u ɑˣ
ajautuminen	ɑ j ɑ u t u m i n e n
ajelehtia	ɑ j e l e h t i ɑˣ
ajelehtiminen	ɑ j e l e h t i m i n e n
ajeleminen	ɑ j e l e m i n e n
ajella	ɑ j e lː ɑˣ
ajelu	ɑ j e l u
ajelureki	ɑ j e l u r e k i
ajeluttaminen	ɑ j e l u tː ɑ m i n e n
ajettuminen	ɑ j e tː u m i n e n
ajetuksissa	ɑ j e t u k s i sː ɑ
ajo	ɑ j o
ajoaikainen	ɑ j o ɑ i̯ k ɑ i̯ n e n
ajoeste	ɑ j o e s t eˣ
ajoissa	ɑ j o i̯ sː ɑ
ajoittaa	ɑ j o i̯ tː ɑːˣ
ajoittaminen	ɑ j o i̯ tː ɑ m i n e n
ajoittua	ɑ j o i̯ tː u ɑˣ
ajoittuminen	ɑ j o i̯ tː u m i n e n
ajokaluseppä	ɑ j o k ɑ l u s e pː æ
ajokaskasvi	ɑ j o k ɑ s k ɑ s ʋ i
ajokeppi	ɑ j o k e pː i
ajokoe	ɑ j o k o eˣ
ajokoirat	ɑ j o k o i̯ r ɑ t
ajokone	ɑ j o k o n eˣ
ajokortti	ɑ j o k o r tː i
ajoluiska	ɑ j o l u i̯ s k ɑ
ajolumi	ɑ j o l u m i
ajomies	ɑ j o m i e̯ s
ajonaikainen	ɑ j o n ɑ i̯ k ɑ i̯ n e n
ajoneuvotekniikka	ɑ j o n e u̯ ʋ o t e k n iː kː ɑ
ajonopeus	ɑ j o n o p e u s
ajopurje	ɑ j o p u r j eˣ
ajorata	ɑ j o r ɑ t ɑ
ajoreki	ɑ j o r e k i
ajos	ɑ j o s
ajosuorite	ɑ j o s u o̯ r i t eˣ
ajotunti	ɑ j o t u n t i
aju	ɑ j u
akaa	ɑ k ɑː
akaalainen	ɑ k ɑː l ɑ i̯ n e n
akaasia	ɑ k ɑː s i ɑ
akan	ɑ k ɑ n
akana	ɑ k ɑ n ɑ
akanvirta	ɑ k ɑ n ʋ i r t ɑ
akasia	ɑ k ɑː s i ɑ
akateemikko	ɑ k ɑ t eː m i kː o
akateeminen	ɑ k ɑ t eː m i n e n
aki	ɑ k i
akka	ɑ kː ɑ
akkadi	ɑ kː ɑ d i
akkaihminen	ɑ kː ɑ i h m i n e n
akkautua	ɑ kː ɑ u t u ɑˣ
akkautuminen	ɑ kː ɑ u t u m i n e n
akklimatisoiminen	ɑ kː l i m ɑ t i s o i̯ m i n e n
akklimatisoitua	ɑ kː l i m ɑ t i s o i̯ t u ɑ
akklimatisoitua	ɑ kː l i m ɑ t i s o i̯ t u ɑˣ
akklimatisoituminen	ɑ k k l i m ɑ t i s o i̯ t u m i n e n
akkreditoiminen	ɑ kː r e d i t o i̯ m i n e n
akku	ɑ kː u
akkujännite	ɑ kː u j æ nː i t eˣ
akkukenno	ɑ kː u k e nː o
akkukone	ɑ kː u k o n eˣ
akkukonesetti	ɑ kː u k o n eˣ s e tː i
akkuna	ɑ kː u n ɑ
akkusatiivi	ɑ kː u s ɑ t iː ʋ i
akkusatorinen	ɑ kː u s ɑ t o r i n e n
akkuvesi	ɑ kː u ʋ e s i
akkuvirta	ɑ kː u ʋ i r t ɑ
akne	ɑ k n e
akoittuminen	ɑ k o i̯ tː u m i n e n
akromatopsia	ɑ k r o m ɑ t o p s i ɑ
akrylaatti	ɑ k r y l ɑː tː i
akryyli	ɑ k r yː l i
akryyliamidi	ɑ k r yː l i ɑ m i d i
akryylikuitu	ɑ k r yː l i k u i̯ t u
akryylikynsi	ɑ k r yː l i k y n s i
akryylimaali	ɑ k r yː l i m ɑː l i
akseli	ɑ k s e l i
akselikiila	ɑ k s e l i k iː l ɑ
akselinlaskija	ɑ k s e l i n l ɑ s k i j ɑ
akselitaso	ɑ k s e l i t ɑ s o
akselivarmistin	ɑ k s e l i ʋ ɑ r m i s t i n
aksentoida	ɑ k s e n t o i̯ d ɑˣ
aksentti	ɑ k s e n tː i
aksidenssi	ɑ k s i d e n sː i
aksiomi	ɑ k s i o m i
aksiooma	ɑ k s i oː m ɑ
aksioomajärjestelmä	ɑ k s i oː m ɑ j æ r j e s t e l m æ
aksis	ɑ k s i s
aksolotli	ɑ k s o l o t l i
aksoni	ɑ k s o n i
aksonometria	ɑ k s o n o m e t r i ɑ
aksonometrinen	ɑ k s o n o m e t r i n e n
aktiini	ɑ k t iː n i
aktiivat	ɑ k t iː ʋ ɑ t
aktiivi	ɑ k t iː ʋ i
aktiivihiilisuodatin	ɑ k t iː ʋ i h iː l i s u o̯ d ɑ t i n
aktiivinen	ɑ k t iː ʋ i n e n
aktiivisemmin	ɑ k t iː ʋ i s e mː i n
aktiivistua	ɑ k t iː ʋ i s t u ɑˣ
aktiivistuminen	ɑ k t iː ʋ i s t u m i n e n
aktiivisuuskerroin	ɑ k t iː ʋ i s uː s k e rː o i̯ n
aktinium	ɑ k t i n i u m
aktivaatio	ɑ k t i ʋ ɑː t i o
aktivaatiofunktio	ɑ k t i ʋ ɑː t i o f u ŋ k t i o
aktivaatiotietue	ɑ k t i ʋ ɑː t i o t i e̯ t u eˣ
aktivoida	ɑ k t i ʋ o i̯ d ɑˣ
aktivointienergia	ɑ k t i ʋ o i̯ n t i e n e r ɡ i ɑ
aktivointitietue	ɑ k t i ʋ o i̯ n t i t i e̯ t u eˣ
aktivoitua	ɑ k t i ʋ o i̯ t u ɑ
aktivoitua	ɑ k t i ʋ o i̯ t u ɑˣ
aktivoituminen	ɑ k t i ʋ o i̯ t u m i n e n
aktomyosiini	ɑ k t o m y o s iː n i
aktuaalistaminen	ɑ k t u ɑː l i s t ɑ m i n e n
aktuaalistua	ɑ k t u ɑː l i s t u ɑˣ
aktuaalistuminen	ɑ k t u ɑː l i s t u m i n e n
aktualisoiminen	ɑ k t u ɑ l i s o i̯ m i n e n
aktualisoitua	ɑ k t u ɑ l i s o i̯ t u ɑ
aktualisoitua	ɑ k t u ɑ l i s o i̯ t u ɑˣ
aktualisoituminen	ɑ k t u ɑ l i s o i̯ t u m i n e n
aku	ɑ k u
akupunktuuri	ɑ k u p u ŋ k t uː r i
akusto	ɑ k u s t o
akuutti	ɑ k uː tː i
akvaario	ɑ k ʋ ɑː r i o
akvarelli	ɑ k ʋ ɑ r e lː i
akvedukti	ɑ k ʋ e d u k t i
ala	ɑ l ɑ
ala	ɑ l ɑˣ
alabama	ɑ l ɑ b ɑ m ɑ
alabandiitti	ɑ l ɑ b ɑ n d iː tː i
aladobi	ɑ l ɑ d oː b i
aladoopi	ɑ l ɑ d oː p i
alahammas	ɑ l ɑ h ɑ mː ɑ s
alahanka	ɑ l ɑ h ɑ ŋ k ɑ
alaikäinen	ɑ l ɑ i k æ i̯ n e n
alailmakehä	ɑ l ɑ i l m ɑ k e h æ
alaindeksi	ɑ l ɑ i n d e k s i
alainen	ɑ l ɑ i̯ n e n
alaiseton	ɑ l ɑ i̯ s e t o n
alajako	ɑ l ɑ j ɑ k o
alajaos	ɑ l ɑ j ɑ o s
alajaosto	ɑ l ɑ j ɑ o s t o
alajaotus	ɑ l ɑ j ɑ o t u s
alajuoksu	ɑ l ɑ j u o̯ k s u
alajyrsin	ɑ l ɑ j y r s i n
alajärveläinen	ɑ l ɑ j æ r ʋ e l æ i̯ n e n
alajärvi	ɑ l ɑ j æ r ʋ i
alakanava	ɑ l ɑ k ɑ n ɑ ʋ ɑ
alakansakoulu	ɑ l ɑ k ɑ n s ɑ k o u̯ l u
alakantissa	ɑ l ɑ k ɑ n t i sː ɑ
alakanttiin	ɑ l ɑ k ɑ n tː iː n
alakautta	ɑ l ɑ k ɑ u̯ tː ɑ
alakenttä	ɑ l ɑ k e n tː æ
alakerros	ɑ l ɑ k e rː o s
alakierrelyönti	ɑ l ɑ k i e̯ rː eˣ l y ø̯ n t i
alakierteinen	ɑ l ɑ k i e̯ r t e i̯ n e n
alakilpi	ɑ l ɑ k i l p i
alakolmiomatriisi	ɑ l ɑ k o l m i o m ɑ t r iː s i
alakomitea	ɑ l ɑ k o m i t e ɑ
alakonserni	ɑ l ɑ k o n s e r n i
alakoski	ɑ l ɑ k o s k i
alakoukku	ɑ l ɑ k o u̯ kː u
alakoulu	ɑ l ɑ k o u̯ l u
alakoululainen	ɑ l ɑ k o u̯ l u l ɑ i̯ n e n
alakulminaatio	ɑ l ɑ k u l m i n ɑː t i o
alakulo	ɑ l ɑ k u l o
alakuloisesti	ɑ l ɑ k u l o i̯ s e s t iˣ
alakunto	ɑ l ɑ k u n t o
alakuntoinen	ɑ l ɑ k u n t o i̯ n e n
alakuntoisuus	ɑ l ɑ k u n t o i̯ s uː s
alakuori	ɑ l ɑ k u o̯ r i
alakvartiili	ɑ l ɑ k ʋ ɑ r t iː l i
alakynnessä	ɑ l ɑ k y nː e sː æ
alakynteen	ɑ l ɑ k y n t eː n
alalahko	ɑ l ɑ l ɑ h k o
alalaita	ɑ l ɑ l ɑ i̯ t ɑ
alalause	ɑ l ɑ l ɑ u̯ s eˣ
alalehti	ɑ l ɑ l e h t i
alaleukahermo	ɑ l ɑ l e u̯ k ɑ h e r m o
alaliittymä	ɑ l ɑ l iː tː y m æ
alalinja	ɑ l ɑ l i n j ɑ
alallaan	ɑ l ɑ lː ɑː n
alalleen	ɑ l ɑ lː eː n
alaluokka	ɑ l ɑ l u o̯ kː ɑ
alaluokkalainen	ɑ l ɑ l u o̯ kː ɑ l ɑ i̯ n e n
alamaihin	ɑ l ɑ m ɑ i̯ h i n
alamainen	ɑ l ɑ m ɑ i̯ n e n
alamaisesti	ɑ l ɑ m ɑ i̯ s e s t iˣ
alamaissa	ɑ l ɑ m ɑ i̯ sː ɑ
alamasto	ɑ l ɑ m ɑ s t o
alamuoto	ɑ l ɑ m u o̯ t o
alamäki	ɑ l ɑ m æ k i
alanko	ɑ l ɑ ŋ k o
alankomaalaisuus	ɑ l ɑ ŋ k o m ɑː l ɑ i̯ s uː s
alankomaat	ɑ l ɑ ŋ k o m ɑː t
alansa	ɑ l ɑ n s ɑˣ
alanumero	ɑ l ɑ n u m e r o
alanuoli	ɑ l ɑ n u o̯ l i
alanurkkalaukaus	ɑ l ɑ n u r kː ɑ l ɑ u̯ k ɑ u s
alanvaihto	ɑ l ɑ n ʋ ɑ i̯ h t o
alanvalinta	ɑ l ɑ n ʋ ɑ l i n t ɑ
alanyyli	ɑ l ɑ n yː l i
alaoksa	ɑ l ɑ o k s ɑ
alaosasto	ɑ l ɑ o s ɑ s t o
alaote	ɑ l ɑ o t eˣ
alaotsake	ɑ l ɑ o t s ɑ k eˣ
alapaarre	ɑ l ɑ p ɑː rː eˣ
alapaine	ɑ l ɑ p ɑ i̯ n eˣ
alapaula	ɑ l ɑ p ɑ u̯ l ɑ
alaperä	ɑ l ɑ p e r æ
alapesu	ɑ l ɑ p e s u
alapeti	ɑ l ɑ p e t i
alapidennys	ɑ l ɑ p i d e nː y s
alapilvi	ɑ l ɑ p i l ʋ i
alapinta	ɑ l ɑ p i n t ɑ
alapohja	ɑ l ɑ p o h j ɑ
alaportti	ɑ l ɑ p o r tː i
alapuhelin	ɑ l ɑ p u h e l i n
alapuolella	ɑ l ɑ p u o̯ l e lː ɑ
alapuolelle	ɑ l ɑ p u o̯ l e lː eˣ
alapuolelta	ɑ l ɑ p u o̯ l e l t ɑ
alapuoli	ɑ l ɑ p u o̯ l i
alaputki	ɑ l ɑ p u t k i
alaraajahalvaantunut	ɑ l ɑ r ɑː j ɑ h ɑ l ʋ ɑː n t u n u t
alareuna	ɑ l ɑ r e u̯ n ɑ
alarik	ɑ l ɑ r i k
alarivi	ɑ l ɑ r i ʋ i
alaruumis	ɑ l ɑ r uː m i s
alaryhmä	ɑ l ɑ r y h m æ
alas	ɑ l ɑ s
alasaksi	ɑ l ɑ s ɑ k s i
alasampuminen	ɑ l ɑ s ɑ m p u m i n e n
alasiipi	ɑ l ɑ s iː p i
alasin	ɑ l ɑ s i n
alaska	ɑ l ɑ s k ɑ
alaslaskettu	ɑ l ɑ s l ɑ s k e tː u
alaslasku	ɑ l ɑ s l ɑ s k u
alaspäinen	ɑ l ɑ s p æ i̯ n e n
alaspäinmeno	ɑ l ɑ s p æ i̯ n m e n o
alassuin	ɑ l ɑ s s u i̯ n
alasti	ɑ l ɑ s t iˣ
alaston	ɑ l ɑ s t o n
alastonmalli	ɑ l ɑ s t o n m ɑ lː i
alastontutkielma	ɑ l ɑ s t o n t u t k i e l m ɑ
alastulo	ɑ l ɑ s t u l o
alastulorinne	ɑ l ɑ s t u l o r i nː eˣ
alasuku	ɑ l ɑ s u k u
alasumma	ɑ l ɑ s u mː ɑ
alasuunta	ɑ l ɑ s uː n t ɑ
alasuurennos	ɑ l ɑ s uː r e nː o s
alasvetovastus	ɑ l ɑ s ʋ e t o ʋ ɑ s t u s
alasävel	ɑ l ɑ s æ ʋ e l
alatalo	ɑ l ɑ t ɑ l o
alataso	ɑ l ɑ t ɑ s o
alatasokone	ɑ l ɑ t ɑ s o k o n eˣ
alateitse	ɑ l ɑ t e i̯ t s eˣ
alati	ɑ l ɑ t i
alatie	ɑ l ɑ t i e̯
alatiesynnytys	ɑ l ɑ t i e̯ s y nː y t y s
alatiili	ɑ l ɑ t iː l i
alatissi	ɑ l ɑ t i sː i
alatoimikunta	ɑ l ɑ t o i̯ m i k u n t ɑ
alatoopi	ɑ l ɑ t oː p i
alatuuleen	ɑ l ɑ t uː l eː n
alatuulessa	ɑ l ɑ t uː l e sː ɑ
alaurakka	ɑ l ɑ u r ɑ kː ɑ
alavalssi	ɑ l ɑ ʋ ɑ l sː i
alavatsa	ɑ l ɑ ʋ ɑ t s ɑ
alavesi	ɑ l ɑ ʋ e s i
alavieska	ɑ l ɑ ʋ i e̯ s k ɑ
alavieskalainen	ɑ l ɑ ʋ i e̯ s k ɑ l ɑ i̯ n e n
alaviistoon	ɑ l ɑ ʋ iː s t oː n
alaviistossa	ɑ l ɑ ʋ iː s t o sː ɑ
alaviitta	ɑ l ɑ ʋ iː tː ɑ
alaviiva	ɑ l ɑ ʋ iː ʋ ɑ
alavireinen	ɑ l ɑ ʋ i r e i̯ n e n
alavireisyys	ɑ l ɑ ʋ i r e i̯ s yː s
alavus	ɑ l ɑ ʋ u s
alavutelainen	ɑ l ɑ ʋ u t e l ɑ i̯ n e n
alavälittäjä	ɑ l ɑ ʋ æ l i tː æ j æ
alayhdistys	ɑ l ɑ y h d i s t y s
alayhteisö	ɑ l ɑ y h t e i̯ s ø
alayhtiö	ɑ l ɑ y h t i ø
alaääni	ɑ l ɑ æː n i
albaani	ɑ l b ɑː n i
albania	ɑ l b ɑː n i ɑ
albanialainen	ɑ l b ɑː n i ɑ l ɑ i̯ n e n
albanialaisuus	ɑ l b ɑ n i ɑ l ɑ i̯ s uː s
albedo	ɑ l b e d o
albert	ɑ l b e r t
alberta	ɑ l b e r t ɑ
albertiina	ɑ l b e r t iː n ɑ
albumiini	ɑ l b u m iː n i
aldehydi	ɑ l d e h y d i
aldolaasi	ɑ l d o l ɑː s i
ale	e i̯ l
ale	ɑ l e
aleatorinen	ɑ l e ɑ t o r i n e n
alehinta	ɑ l e h i n t ɑ
aleksandra	ɑ l e k s ɑ n d r ɑ
aleksandriini	ɑ l e k s ɑ n d r iː n i
aleksanteri	ɑ l e k s ɑ n t e r i
aleksanterinleivos	ɑ l e k s ɑ n t e r i n l e i̯ ʋ o s
aleksi	ɑ l e k s i
aleksis	ɑ l e k s i s
aleksityyminen	ɑ l e k s i t yː m i n e n
alemmas	ɑ l e mː ɑ s
alemmuuskompleksi	ɑ l e mː uː s k o m p l e k s i
alempaa	ɑ l e m p ɑː
alempana	ɑ l e m p ɑ n ɑ
alempi	ɑ l e m p i
aleneminen	ɑ l e n e m i n e n
alennus	ɑ l e nː u s
alennusmerkki	ɑ l e nː u s m e r kː i
alentaa	ɑ l e n t ɑː
alentaa	ɑ l e n t ɑːˣ
alentaminen	ɑ l e n t ɑ m i n e n
alentua	ɑ l e n t u ɑˣ
aleta	ɑ l e t ɑˣ
aletaan	ɑ l e t ɑː n
alex	ɑ l e k s
alfa	ɑ l fː ɑ
alfalinoleenihappo	ɑ l fː ɑ l i n o l eː n i h ɑ pː o
alfasalpaaja	ɑ l f ɑ s ɑ l p ɑː j ɑ
alfasalpaaja	ɑ l fː ɑ s ɑ l p ɑː j ɑ
alfasäteilijä	ɑ l fː ɑ s æ t e i̯ l i j æ
alfasäteily	ɑ l fː ɑ s æ t e i̯ l y
alfatokoferoli	ɑ l f ɑ t o k o f e r o l i
alfatokoferoli	ɑ l fː ɑ t o k o f e r o l i
algeria	ɑ l ɡ e r i ɑ
alhaalla	ɑ l h ɑː lː ɑ
alhaalle	ɑ l h ɑː lː eˣ
alhaalta	ɑ l h ɑː l t ɑ
alhainen	ɑ l h ɑ i̯ n e n
alhaiso	ɑ l h ɑ i̯ s o
alho	ɑ l h o
ali	ɑ l i
aliarvioida	ɑ l i ɑ r ʋ i o i̯ d ɑˣ
aliarviointi	ɑ l i ɑ r ʋ i o i̯ n t i
aliarvostaa	ɑ l i ɑ r ʋ o s t ɑːˣ
aliarvostus	ɑ l i ɑ r ʋ o s t u s
alias	ɑ l i ɑ s
alideterminantti	ɑ l i d e t e r m i n ɑ n tː i
alidifferentiaali	ɑ l i d i fː e r e n t i ɑː l i
aligradientti	ɑ l i ɡ r ɑ d i e n tː i
alihallinto	ɑ l i h ɑ lː i n t o
alihankinta	ɑ l i h ɑ ŋ k i n t ɑ
alihinta	ɑ l i h i n t ɑ
aliina	ɑ l iː n ɑ
aliisa	ɑ l iː s ɑ
alijako	ɑ l i j ɑ k o
alijohtaja	ɑ l i j o h t ɑ j ɑ
alijärjestelmä	ɑ l i j æ r j e s t e l m æ
alijäähtyminen	ɑ l i j æː h t y m i n e n
alikaliiperiammus	ɑ l i k ɑ l iː p e r i ɑ mː u s
alikanta	ɑ l i k ɑ n t ɑ
alikohta	ɑ l i k o h t ɑ
alikulku	ɑ l i k u l k u
alikulkukorkeus	ɑ l i k u l k u k o r k e u s
alikunta	ɑ l i k u n t ɑ
alikuori	ɑ l i k u o̯ r i
alikäytävä	ɑ l i k æ y̯ t æ ʋ æ
alilauseke	ɑ l i l ɑ u̯ s e k eˣ
aliluku	ɑ l i l u k u
alilämpöisyys	ɑ l i l æ m p ø i̯ s yː s
alimerkintä	ɑ l i m e r k i n t æ
alimitoittaa	ɑ l i m i t o i̯ tː ɑːˣ
alimmas	ɑ l i mː ɑ s
alimonoidi	ɑ l i m o n o i̯ d i
alimpana	ɑ l i m p ɑ n ɑ
alin	ɑ l i n
alina	ɑ l i n ɑ
alio	ɑ l i o
aliohjautuvuus	ɑ l i o h j ɑ u t u ʋ uː s
aliohjelma	ɑ l i o h j e l m ɑ
aliorganisaatio	ɑ l i o r ɡ ɑ n i s ɑː t i o
alipaine	ɑ l i p ɑ i̯ n eˣ
alipaineputki	ɑ l i p ɑ i̯ n eˣ p u t k i
alipainoisuus	ɑ l i p ɑ i̯ n o i̯ s uː s
alipalkattu	ɑ l i p ɑ l k ɑ tː u
alipalkkaisuus	ɑ l i p ɑ l kː ɑ i̯ s uː s
alipalkkaus	ɑ l i p ɑ l kː ɑ u s
aliperämies	ɑ l i p e r æ m i e̯ s
alipuu	ɑ l i p uː
alipäällikkö	ɑ l i p æː lː i kː ø
alipäällystö	ɑ l i p æː lː y s t ø
alipääsihteeri	ɑ l i p æː s i h t eː r i
alipäästösuodatin	ɑ l i p æː s t ø s u o̯ d ɑ t i n
alirahdinkuljettaja	ɑ l i r ɑ h d i n k u l j e tː ɑ j ɑ
aliravitsemus	ɑ l i r ɑ ʋ i t s e m u s
alirengas	ɑ l i r e ŋː ɑ s
alisa	ɑ l i s ɑ
alistaa	ɑ l i s t ɑːˣ
alisteinen	ɑ l i s t e i̯ n e n
alistua	ɑ l i s t u ɑˣ
alistuminen	ɑ l i s t u m i n e n
alisuoriutuminen	ɑ l i s u o̯ r i u t u m i n e n
alitajunta	ɑ l i t ɑ j u n t ɑ
alitehoinen	ɑ l i t e h o i̯ n e n
alitse	ɑ l i t s eˣ
alittaa	ɑ l i tː ɑːˣ
alittaminen	ɑ l i tː ɑ m i n e n
alittua	ɑ l i tː u ɑˣ
alittuminen	ɑ l i tː u m i n e n
alituotanto	ɑ l i t u o̯ t ɑ n t o
alityöllisyys	ɑ l i t y ø̯ lː i s yː s
alityöntö	ɑ l i t y ø̯ n t ø
aliupseerikoulu	ɑ l i u p s eː r i k o u̯ l u
aliupseerinarvo	ɑ l i u p s eː r i n ɑ r ʋ o
aliupseeristo	ɑ l i u p s eː r i s t o
aliurakka	ɑ l i u r ɑ kː ɑ
aliurakoida	ɑ l i u r ɑ k o i̯ d ɑˣ
aliurakointi	ɑ l i u r ɑ k o i̯ n t i
alivakuuttaa	ɑ l i ʋ ɑ k uː tː ɑːˣ
alivakuutus	ɑ l i ʋ ɑ k uː t u s
alivalikko	ɑ l i ʋ ɑ l i kː o
alivalottuminen	ɑ l i ʋ ɑ l o tː u m i n e n
alivalotus	ɑ l i ʋ ɑ l o t u s
alivaltiosihteeri	ɑ l i ʋ ɑ l t i o s i h t eː r i
aliverkko	ɑ l i ʋ e r kː o
aliverkkotunnus	ɑ l i ʋ e r kː o t u nː u s
alivoimainen	ɑ l i ʋ o i̯ m ɑ i̯ n e n
alivoimaisuus	ɑ l i ʋ o i̯ m ɑ i̯ s uː s
alivoimapeli	ɑ l i ʋ o i̯ m ɑ p e l i
alivoltittaa	ɑ l i ʋ o l t i tː ɑːˣ
alivuokrasuhde	ɑ l i ʋ u o̯ k r ɑ s u h d eˣ
alivuoto	ɑ l i ʋ u o̯ t o
aljopuu	ɑ l j o p uː
alkaa	ɑ l k ɑːˣ
alkaani	ɑ l k ɑː n i
alkajaisjuhla	ɑ l k ɑ j ɑ i̯ s j u h l ɑ
alkali	ɑ l k ɑ l i
alkalisuola	ɑ l k ɑ l i s u o̯ l ɑ
alkalisuus	ɑ l k ɑ l i s uː s
alkamisajankohta	ɑ l k ɑ m i s ɑ j ɑ n k o h t ɑ
alkamispäivä	ɑ l k ɑ m i s p æ i̯ ʋ æ
alkamispäivämäärä	ɑ l k ɑ m i s p æ i̯ ʋ æ m æː r æ
alkeisalgebra	ɑ l k e i̯ s ɑ l ɡ e b r ɑ
alkeisjuuri	ɑ l k e i̯ s j uː r i
alkeiskirja	ɑ l k e i̯ s k i r j ɑ
alkeiskoulu	ɑ l k e i̯ s k o u̯ l u
alkeislehti	ɑ l k e i̯ s l e h t i
alkeismatriisi	ɑ l k e i̯ s m ɑ t r iː s i
alkeisopetus	ɑ l k e i̯ s o p e t u s
alkeisopinnot	ɑ l k e i̯ s o p i nː o t
alkeisreaktio	ɑ l k e i̯ s r e ɑ k t i o
alkeisrihma	ɑ l k e i̯ s r i h m ɑ
alkeissilmu	ɑ l k e i̯ s s i l m u
alkeistapaus	ɑ l k e i̯ s t ɑ p ɑ u s
alkeistiedot	ɑ l k e i̯ s t i e̯ d o t
alkeisvarsi	ɑ l k e i̯ s ʋ ɑ r s i
alkeisvarsikko	ɑ l k e i̯ s ʋ ɑ r s i kː o
alkemistinen	ɑ l k e m i s t i n e n
alkio	ɑ l k i o
alkiokalvo	ɑ l k i o k ɑ l ʋ o
alkionsiirto	ɑ l k i o n s iː r t o
alkiorakko	ɑ l k i o r ɑ kː o
alko	ɑ l k o
alkoholihumala	ɑ l k o h o l i h u m ɑ l ɑ
alkoholikassa	ɑ l k o h o l i k ɑ sː ɑ
alkoholikäyminen	ɑ l k o h o l i k æ y̯ m i n e n
alkoholilainsäädäntö	ɑ l k o h o l i l ɑ i̯ n s æː d æ n t ø
alkoholimyymälä	ɑ l k o h o l i m yː m æ l æ
alkoholiongelmainen	ɑ l k o h o l i o ŋː e l m ɑ i̯ n e n
alkoholipitoinen	ɑ l k o h o l i p i t o i̯ n e n
alkoholipolitiikka	ɑ l k o h o l i p o l i t iː kː ɑ
alkoholiprosentti	ɑ l k o h o l i p r o s e n tː i
alkoholiriippuvuus	ɑ l k o h o l i r iː pː u ʋ uː s
alkoholismi	ɑ l k o h o l i s m i
alkoholisoitua	ɑ l k o h o l i s o i̯ t u ɑ
alkoholisoitua	ɑ l k o h o l i s o i̯ t u ɑˣ
alkoholisoituminen	ɑ l k o h o l i s o i̯ t u m i n e n
alkoholistihuolto	ɑ l k o h o l i s t i h u o̯ l t o
alkolukko	ɑ l k o l u kː o
alkuaine	ɑ l k u ɑ i̯ n eˣ
alkuarvotehtävä	ɑ l k u ɑ r ʋ o t e h t æ ʋ æ
alkuaste	ɑ l k u ɑ s t eˣ
alkuasukasheimo	ɑ l k u ɑ s u k ɑ s h e i̯ m o
alkucocktail	ɑ l k u k o k t e i̯ l
alkucocktail	ɑ l k u k o k t ɑ i̯ l
alkuehto	ɑ l k u e h t o
alkueliö	ɑ l k u e l i ø
alkuerä	ɑ l k u e r æ
alkujaan	ɑ l k u j ɑː n
alkujakso	ɑ l k u j ɑ k s o
alkukala	ɑ l k u k ɑ l ɑ
alkukankeus	ɑ l k u k ɑ ŋ k e u s
alkukantaisesti	ɑ l k u k ɑ n t ɑ i̯ s e s t iˣ
alkukantaisuus	ɑ l k u k ɑ n t ɑ i̯ s uː s
alkukarsinta	ɑ l k u k ɑ r s i n t ɑ
alkukielinen	ɑ l k u k i e̯ l i n e n
alkukilpailu	ɑ l k u k i l p ɑ i̯ l u
alkukoktaili	ɑ l k u k o k t ɑ i̯ l i
alkukoulutus	ɑ l k u k o u̯ l u t u s
alkukristillisyys	ɑ l k u k r i s t i lː i s yː s
alkukunta	ɑ l k u k u n t ɑ
alkukuu	ɑ l k u k uː
alkukuukausi	ɑ l k u k uː k ɑ u̯ s i
alkukymmen	ɑ l k u k y mː e n
alkukäsittely	ɑ l k u k æ s i tː e l y
alkulataus	ɑ l k u l ɑ t ɑ u s
alkulause	ɑ l k u l ɑ u̯ s eˣ
alkulukukaksoset	ɑ l k u l u k u k ɑ k s o s e t
alkulähde	ɑ l k u l æ h d eˣ
alkumatka	ɑ l k u m ɑ t k ɑ
alkumeri	ɑ l k u m e r i
alkumerkki	ɑ l k u m e r kː i
alkuminuutti	ɑ l k u m i n uː tː i
